transaction_id,customer_id,transaction_date,channel,store_id,payment_method,n_items,total_units,gross_amount,discount_amount,net_amount,is_return
T200272,C10018,2025-12-28,In-Store,ST002,Mobile Banking,12,24,2855.85,237.76,2618.09,0
T200273,C10018,2026-01-02,In-Store,ST012,Cash,5,8,1763.25,69.93,1693.32,0
T200274,C10018,2026-01-05,In-Store,ST001,Credit Card,9,16,3916.1,123.66,3792.44,0
T200275,C10018,2026-01-16,In-Store,ST021,Cash,8,17,2740.23,0.0,2740.23,0
T200276,C10018,2026-01-21,In-Store,ST016,Cash,8,16,1883.18,0.0,1883.18,0
T200277,C10018,2026-01-26,Mobile App,ONLINE,Credit Card,6,13,2730.69,85.72,2644.97,0
T200278,C10018,2026-01-31,In-Store,ST002,Credit Card,7,14,3588.37,32.86,3555.51,0
T200279,C10018,2026-03-02,In-Store,ST010,Cash,10,20,4500.6,0.0,4500.6,0
T200280,C10018,2026-03-15,In-Store,ST024,Mobile Banking,12,27,5431.29,51.32,5379.97,0
T200281,C10018,2026-03-22,In-Store,ST009,e-Wallet,9,15,1342.2,65.16,1277.04,0
T200282,C10018,2026-03-24,In-Store,ST011,e-Wallet,8,10,2226.6,0.0,2226.6,0
T200283,C10018,2026-03-29,Mobile App,ONLINE,Mobile Banking,10,21,2791.62,14.72,2776.9,0
T200284,C10018,2026-04-03,Mobile App,ONLINE,Credit Card,9,17,3036.57,0.0,3036.57,0
T200285,C10018,2026-04-05,In-Store,ST012,Cash,4,5,1809.12,0.0,1809.12,0
T200286,C10018,2026-04-10,In-Store,ST001,e-Wallet,4,8,1085.07,0.0,1085.07,0
T200287,C10018,2026-04-20,In-Store,ST002,Credit Card,5,8,1343.18,0.0,1343.18,0
T200288,C10018,2026-04-28,Online Web,ONLINE,Credit Card,12,25,2947.62,160.46,2787.16,0
T200289,C10018,2026-05-28,In-Store,ST002,Cash,6,8,951.75,0.0,951.75,0
T200290,C10018,2026-05-31,In-Store,ST008,Credit Card,12,21,3996.81,6.86,3989.95,0
T200291,C10018,2026-06-09,In-Store,ST012,Credit Card,6,12,1491.14,9.27,1481.87,0
T200292,C10018,2026-06-11,In-Store,ST011,Mobile Banking,9,15,5503.02,372.12,5130.9,0
T200293,C10018,2026-06-14,In-Store,ST025,e-Wallet,9,14,3066.92,15.84,3051.08,0
T200294,C10018,2026-06-29,In-Store,ST006,Mobile Banking,12,23,3844.45,153.41,3691.04,0
T200295,C10018,2026-06-30,In-Store,ST024,Mobile Banking,11,15,2893.58,36.3,2857.28,0
T200296,C10018,2026-07-02,In-Store,ST006,Credit Card,8,14,2150.16,19.61,2130.55,0
T200297,C10018,2026-07-18,In-Store,ST019,Mobile Banking,12,28,4474.6,0.0,4474.6,0
T200298,C10018,2026-07-31,In-Store,ST019,Credit Card,12,19,2195.53,20.04,2175.49,0
T200299,C10018,2026-08-03,In-Store,ST003,Cash,5,14,2795.8,0.0,2795.8,0
T200300,C10018,2026-08-10,Mobile App,ONLINE,Mobile Banking,8,15,2376.77,192.41,2184.36,0
T200301,C10018,2026-08-11,In-Store,ST016,Credit Card,10,21,3685.77,0.0,3685.77,0
T200302,C10018,2026-08-25,In-Store,ST004,Mobile Banking,10,17,2421.38,0.0,2421.38,0
T200303,C10018,2026-08-30,In-Store,ST007,Mobile Banking,12,24,2777.32,0.0,2777.32,0
T200304,C10018,2026-08-31,In-Store,ST013,Cash,4,7,575.31,0.0,575.31,0
T200305,C10019,2026-04-19,In-Store,ST009,Cash,2,4,192.33,0.0,192.33,0
T200306,C10019,2026-04-21,In-Store,ST004,Credit Card,5,10,641.27,0.0,641.27,0
T200307,C10019,2026-05-13,In-Store,ST014,e-Wallet,4,9,505.39,5.83,499.56,0
T200308,C10020,2024-12-29,Mobile App,ONLINE,Mobile Banking,2,4,186.88,0.0,186.88,0
T200309,C10020,2025-03-03,In-Store,ST024,e-Wallet,4,8,355.74,33.88,321.86,0
T200310,C10020,2025-06-25,Online Web,ONLINE,Credit Card,6,7,537.42,15.48,521.94,0
T200311,C10020,2025-07-31,Mobile App,ONLINE,Mobile Banking,7,9,974.2,20.32,953.88,0
T200312,C10020,2025-08-15,In-Store,ST006,Cash,6,9,1912.55,25.05,1887.5,0
T200313,C10020,2025-11-21,Mobile App,ONLINE,Credit Card,1,3,277.14,0.0,277.14,0
T200314,C10020,2025-12-04,In-Store,ST005,Mobile Banking,3,5,159.72,0.0,159.72,0
T200315,C10020,2026-01-21,Mobile App,ONLINE,Mobile Banking,4,10,525.34,7.64,517.7,0
T200316,C10020,2026-03-13,Mobile App,ONLINE,Mobile Banking,3,8,1322.13,0.0,1322.13,0
T200317,C10020,2026-05-17,Mobile App,ONLINE,Credit Card,1,3,88.35,0.0,88.35,0
T200318,C10020,2026-07-14,Mobile App,ONLINE,Mobile Banking,1,2,49.18,0.0,49.18,0
T200319,C10020,2026-07-15,Online Web,ONLINE,Mobile Banking,4,10,774.44,0.0,774.44,0
T200320,C10021,2024-09-30,Online Web,ONLINE,e-Wallet,7,17,1450.43,0.0,1450.43,0
T200321,C10021,2024-10-23,Mobile App,ONLINE,Mobile Banking,7,18,2681.12,0.0,2681.12,0
T200322,C10021,2024-10-31,In-Store,ST019,Mobile Banking,9,16,3473.71,0.0,3473.71,0
T200323,C10021,2024-11-06,Online Web,ONLINE,Credit Card,2,5,436.11,0.0,436.11,0
T200324,C10021,2024-11-17,Online Web,ONLINE,Mobile Banking,8,13,1633.34,0.0,1633.34,0
T200325,C10021,2024-11-29,Online Web,ONLINE,e-Wallet,5,10,1773.76,0.0,1773.76,0
T200326,C10021,2024-12-09,Online Web,ONLINE,e-Wallet,2,8,834.36,0.0,834.36,0
T200327,C10021,2024-12-24,Online Web,ONLINE,Credit Card,3,4,384.64,0.0,384.64,0
T200328,C10021,2024-12-29,Online Web,ONLINE,Credit Card,3,4,297.19,0.0,297.19,0
T200329,C10021,2025-02-21,Online Web,ONLINE,e-Wallet,1,3,206.04,0.0,206.04,0
T200330,C10021,2025-02-27,Mobile App,ONLINE,Credit Card,5,7,878.33,0.0,878.33,0
T200331,C10021,2025-03-16,Online Web,ONLINE,Credit Card,5,9,1055.63,0.0,1055.63,0
T200332,C10021,2025-03-19,Online Web,ONLINE,Mobile Banking,7,12,864.91,0.0,864.91,0
T200333,C10021,2025-06-15,Online Web,ONLINE,e-Wallet,3,5,455.12,0.0,455.12,0
T200334,C10021,2025-06-21,Online Web,ONLINE,Credit Card,7,14,2232.22,0.0,2232.22,0
T200335,C10021,2025-06-22,Online Web,ONLINE,e-Wallet,5,8,1795.14,0.0,1795.14,0
T200336,C10021,2025-06-27,Online Web,ONLINE,Credit Card,5,10,996.48,0.0,996.48,0
T200337,C10021,2025-07-10,Online Web,ONLINE,Credit Card,3,5,753.87,0.0,753.87,0
T200338,C10021,2025-07-18,Online Web,ONLINE,Mobile Banking,4,7,1039.78,0.0,1039.78,0
T200339,C10021,2025-08-14,Online Web,ONLINE,Mobile Banking,6,10,1433.7,0.0,1433.7,0
T200340,C10021,2025-08-21,Online Web,ONLINE,Mobile Banking,8,16,1241.72,0.0,1241.72,0
T200341,C10021,2025-08-24,Online Web,ONLINE,Mobile Banking,7,14,2536.74,0.0,2536.74,0
T200342,C10021,2025-10-01,Online Web,ONLINE,Credit Card,5,5,1121.04,0.0,1121.04,0
T200343,C10021,2025-10-24,Online Web,ONLINE,Mobile Banking,7,10,1337.6,0.0,1337.6,0
T200344,C10021,2025-11-02,Online Web,ONLINE,Credit Card,3,6,595.11,0.0,595.11,0
T200345,C10021,2025-11-19,Online Web,ONLINE,e-Wallet,3,4,380.87,0.0,380.87,0
T200346,C10021,2026-01-24,Online Web,ONLINE,Credit Card,6,8,2101.07,0.0,2101.07,0
T200347,C10021,2026-03-10,Online Web,ONLINE,e-Wallet,8,17,1084.43,0.0,1084.43,0
T200348,C10021,2026-04-02,Online Web,ONLINE,e-Wallet,5,9,1793.82,0.0,1793.82,0
T200349,C10021,2026-04-13,Online Web,ONLINE,Credit Card,7,13,1271.79,0.0,1271.79,0
T200350,C10021,2026-04-19,In-Store,ST020,e-Wallet,4,5,587.24,0.0,587.24,0
T200351,C10021,2026-04-27,Online Web,ONLINE,e-Wallet,5,12,1755.73,0.0,1755.73,0
T200352,C10021,2026-05-02,Online Web,ONLINE,Mobile Banking,3,6,541.55,0.0,541.55,0
T200353,C10021,2026-05-18,Online Web,ONLINE,Mobile Banking,4,11,2076.72,0.0,2076.72,0
T200354,C10021,2026-05-19,Online Web,ONLINE,Credit Card,3,6,523.22,0.0,523.22,0
T200355,C10021,2026-05-25,Online Web,ONLINE,Credit Card,4,6,616.78,0.0,616.78,0
T200356,C10021,2026-05-28,Online Web,ONLINE,Credit Card,3,6,491.13,0.0,491.13,0
T200357,C10021,2026-06-05,In-Store,ST015,Credit Card,1,2,416.74,0.0,416.74,0
T200358,C10021,2026-06-10,Online Web,ONLINE,Credit Card,1,1,565.54,0.0,565.54,0
T200359,C10021,2026-07-05,Online Web,ONLINE,Mobile Banking,8,16,2497.47,0.0,2497.47,0
T200360,C10022,2025-07-17,In-Store,ST023,Cash,11,21,4964.41,0.0,4964.41,0
T200361,C10022,2025-08-15,In-Store,ST019,Cash,3,4,1260.15,0.0,1260.15,0
T200362,C10022,2025-11-12,In-Store,ST014,Credit Card,13,29,4490.45,82.65,4407.8,0
T200363,C10022,2025-11-15,In-Store,ST011,e-Wallet,3,5,306.21,0.0,306.21,0
T200364,C10022,2025-12-05,In-Store,ST005,Cash,7,11,1520.0,0.0,1520.0,0
T200365,C10022,2026-03-03,In-Store,ST001,Mobile Banking,3,4,896.22,0.0,896.22,0
T200366,C10022,2026-03-05,Online Web,ONLINE,Mobile Banking,3,6,351.97,0.0,351.97,0
T200367,C10022,2026-03-26,In-Store,ST013,Credit Card,6,12,875.31,0.0,875.31,0
T200368,C10022,2026-04-18,In-Store,ST020,Cash,8,16,3568.77,89.54,3479.23,0
T200369,C10022,2026-04-28,In-Store,ST013,Credit Card,4,8,1451.11,300.16,1150.95,0
T200370,C10022,2026-06-06,In-Store,ST024,e-Wallet,8,17,2506.67,134.12,2372.55,0
T200371,C10022,2026-06-09,In-Store,ST003,Cash,6,14,2380.22,173.77,2206.45,0
T200372,C10022,2026-07-03,In-Store,ST021,Mobile Banking,5,11,1242.73,40.03,1202.7,0
T200373,C10022,2026-07-21,Mobile App,ONLINE,Mobile Banking,8,14,2203.24,0.0,2203.24,0
T200374,C10022,2026-07-25,In-Store,ST016,Credit Card,9,21,3092.72,24.73,3067.99,0
T200375,C10023,2025-06-22,Online Web,ONLINE,Credit Card,5,5,1211.97,50.8,1161.17,0
T200376,C10023,2025-06-30,In-Store,ST012,Credit Card,5,9,1621.5,10.2,1611.3,0
T200377,C10023,2025-07-18,In-Store,ST008,Cash,3,6,664.89,35.41,629.48,0
T200378,C10023,2025-07-26,In-Store,ST005,Mobile Banking,6,8,1036.9,0.0,1036.9,0
T200379,C10023,2025-08-07,In-Store,ST024,Mobile Banking,8,23,5600.07,151.09,5448.98,0
T200380,C10023,2025-08-12,In-Store,ST017,Mobile Banking,12,25,4231.01,324.89,3906.12,0
T200381,C10023,2025-08-16,Mobile App,ONLINE,Mobile Banking,12,25,3951.83,274.2,3677.63,0
T200382,C10023,2025-08-22,In-Store,ST010,Mobile Banking,6,8,1424.56,22.619999999999997,1401.94,0
T200383,C10023,2025-09-09,Online Web,ONLINE,e-Wallet,9,17,1651.2,39.9,1611.3,0
T200384,C10023,2025-09-29,In-Store,ST002,Mobile Banking,4,6,1398.57,75.56,1323.01,0
T200385,C10023,2025-10-03,In-Store,ST005,Mobile Banking,7,17,1467.43,11.71,1455.72,0
T200386,C10023,2025-10-05,Online Web,ONLINE,Credit Card,11,20,2654.96,170.17000000000002,2484.79,0
T200387,C10023,2025-10-06,In-Store,ST015,Cash,7,12,1680.58,60.67,1619.91,0
T200388,C10023,2025-10-22,In-Store,ST013,Credit Card,6,11,1188.92,34.91,1154.01,0
T200389,C10023,2025-10-25,In-Store,ST014,Credit Card,10,16,1738.4,9.0,1729.4,0
T200390,C10023,2025-11-01,Online Web,ONLINE,Credit Card,11,20,3480.06,51.480000000000004,3428.58,0
T200391,C10023,2025-11-02,Mobile App,ONLINE,e-Wallet,8,16,1988.74,152.42,1836.32,0
T200392,C10023,2025-11-11,In-Store,ST017,Mobile Banking,4,5,893.87,0.0,893.87,0
T200393,C10023,2025-11-16,Online Web,ONLINE,e-Wallet,12,23,3152.28,126.76,3025.52,0
T200394,C10023,2025-11-25,Online Web,ONLINE,Mobile Banking,7,11,5236.27,0.0,5236.27,0
T200395,C10023,2025-11-29,In-Store,ST023,Cash,12,23,2557.79,313.15999999999997,2244.63,0
T200396,C10023,2025-11-30,In-Store,ST023,Credit Card,8,15,2958.53,86.1,2872.43,0
T200397,C10023,2025-12-12,Online Web,ONLINE,Mobile Banking,5,13,3025.12,67.01,2958.11,0
T200398,C10023,2025-12-30,In-Store,ST011,Mobile Banking,7,12,3167.76,44.02,3123.74,0
T200399,C10023,2026-01-10,Online Web,ONLINE,Mobile Banking,6,12,1178.25,64.27,1113.98,0
T200400,C10023,2026-01-20,In-Store,ST016,Credit Card,7,15,2397.6,375.98,2021.62,0
T200401,C10023,2026-01-24,In-Store,ST010,Credit Card,3,5,895.66,0.0,895.66,0
T200402,C10023,2026-01-27,In-Store,ST020,Mobile Banking,7,13,1271.9,66.77,1205.13,0
T200403,C10023,2026-01-30,In-Store,ST002,Credit Card,9,18,2834.04,63.85,2770.19,0
T200404,C10023,2026-02-03,In-Store,ST020,Mobile Banking,11,23,3137.59,119.76,3017.83,0
T200405,C10023,2026-02-14,In-Store,ST003,Cash,5,15,2508.09,239.57999999999998,2268.51,0
T200406,C10023,2026-02-21,In-Store,ST023,Mobile Banking,7,14,2676.43,127.52,2548.91,0
T200407,C10023,2026-02-26,In-Store,ST023,Credit Card,4,11,1492.47,74.15,1418.32,0
T200408,C10023,2026-03-08,Mobile App,ONLINE,e-Wallet,9,11,2792.17,0.0,2792.17,0
T200409,C10023,2026-03-09,In-Store,ST019,Cash,12,20,2603.47,40.989999999999995,2562.48,0
T200410,C10023,2026-03-15,In-Store,ST025,Mobile Banking,10,20,2125.53,88.35,2037.18,0
T200411,C10023,2026-03-20,In-Store,ST004,Mobile Banking,10,16,3665.9,629.59,3036.31,0
T200412,C10023,2026-03-26,In-Store,ST003,Cash,11,24,3747.53,88.62,3658.91,0
T200413,C10023,2026-04-02,Mobile App,ONLINE,Credit Card,7,9,932.03,23.33,908.7,0
T200414,C10023,2026-04-08,In-Store,ST024,e-Wallet,7,12,2286.26,80.51,2205.75,0
T200415,C10023,2026-04-10,In-Store,ST017,Credit Card,6,11,2230.01,17.59,2212.42,0
T200416,C10023,2026-04-12,In-Store,ST004,Credit Card,11,20,3509.45,71.68,3437.77,0
T200417,C10023,2026-04-30,In-Store,ST018,Credit Card,9,16,2460.46,39.71,2420.75,0
T200418,C10023,2026-05-05,Online Web,ONLINE,Credit Card,9,15,2377.8,0.0,2377.8,0
T200419,C10023,2026-05-26,In-Store,ST007,Credit Card,10,17,2366.21,57.699999999999996,2308.51,0
T200420,C10023,2026-05-31,Online Web,ONLINE,Credit Card,8,22,2177.88,55.79,2122.09,0
T200421,C10023,2026-06-13,In-Store,ST005,e-Wallet,13,19,3469.97,396.0,3073.97,0
T200422,C10023,2026-06-18,In-Store,ST013,Mobile Banking,4,9,1247.41,210.06,1037.35,0
T200423,C10023,2026-06-21,Mobile App,ONLINE,e-Wallet,10,21,2138.05,37.69,2100.36,0
T200424,C10023,2026-06-22,In-Store,ST006,Credit Card,10,24,4263.15,38.85,4224.3,0
T200425,C10023,2026-06-29,In-Store,ST014,Mobile Banking,8,12,3141.1,0.0,3141.1,0
T200426,C10023,2026-08-11,In-Store,ST010,Mobile Banking,8,13,3200.35,470.58000000000004,2729.77,0
T200427,C10023,2026-08-15,In-Store,ST001,Mobile Banking,10,21,2643.98,93.93,2550.05,0
T200428,C10023,2026-08-20,Mobile App,ONLINE,Credit Card,4,7,4000.09,73.94,3926.15,0
T200429,C10023,2026-08-21,In-Store,ST003,Mobile Banking,10,13,4352.27,53.06,4299.21,0
T200430,C10023,2026-08-22,In-Store,ST019,Cash,10,18,4210.6,0.0,4210.6,0
T200431,C10023,2026-08-23,Mobile App,ONLINE,e-Wallet,8,13,2307.05,10.17,2296.88,0
T200432,C10023,2026-08-28,In-Store,ST010,Credit Card,5,14,1223.69,160.61,1063.08,0
T200433,C10023,2026-08-31,In-Store,ST016,Cash,10,17,3690.36,27.53,3662.83,0
T200434,C10024,2024-10-25,In-Store,ST025,Mobile Banking,2,4,414.32,37.13,377.19,0
T200435,C10024,2024-12-24,In-Store,ST009,e-Wallet,6,11,3638.73,10.62,3628.11,0
T200436,C10024,2024-12-30,Online Web,ONLINE,Credit Card,3,4,912.01,150.34,761.67,0
T200437,C10024,2025-03-21,In-Store,ST019,Credit Card,4,9,2607.51,233.56,2373.95,0
T200438,C10024,2025-03-30,In-Store,ST022,e-Wallet,4,9,1351.45,0.0,1351.45,0
T200439,C10024,2025-04-04,Mobile App,ONLINE,Credit Card,3,7,1115.93,0.0,1115.93,0
T200440,C10024,2025-04-06,Online Web,ONLINE,Credit Card,4,5,456.08,0.0,456.08,0
T200441,C10024,2025-04-16,In-Store,ST010,Credit Card,5,9,873.86,35.5,838.36,0
T200442,C10024,2025-05-17,Online Web,ONLINE,Mobile Banking,6,12,1487.36,0.0,1487.36,0
T200443,C10024,2025-05-25,In-Store,ST020,Credit Card,4,9,453.79,0.0,453.79,0
T200444,C10024,2025-05-27,In-Store,ST015,Cash,9,16,1641.82,40.98,1600.84,0
T200445,C10024,2025-07-10,Online Web,ONLINE,Credit Card,4,4,737.72,55.49,682.23,0
T200446,C10024,2025-07-21,In-Store,ST015,Cash,3,7,1237.34,0.0,1237.34,0
T200447,C10024,2025-08-21,In-Store,ST015,Cash,7,11,1444.76,0.0,1444.76,0
T200448,C10024,2025-10-01,In-Store,ST019,e-Wallet,5,8,1190.81,0.0,1190.81,0
T200449,C10024,2025-11-02,In-Store,ST015,e-Wallet,2,4,632.18,0.0,632.18,0
T200450,C10024,2025-11-19,In-Store,ST008,Cash,5,8,318.18,25.93,292.25,0
T200451,C10024,2025-12-29,In-Store,ST014,Credit Card,5,8,1036.91,0.0,1036.91,0
T200452,C10024,2026-01-21,In-Store,ST001,Mobile Banking,5,7,1368.71,0.0,1368.71,0
T200453,C10024,2026-02-22,In-Store,ST009,Cash,5,8,1241.66,0.0,1241.66,0
T200454,C10024,2026-03-05,In-Store,ST003,e-Wallet,2,5,232.3,0.0,232.3,0
T200455,C10024,2026-05-08,Online Web,ONLINE,Credit Card,5,7,1539.36,25.03,1514.33,0
T200456,C10025,2025-01-05,Online Web,ONLINE,e-Wallet,6,8,704.29,66.61,637.68,0
T200457,C10025,2025-01-11,Mobile App,ONLINE,e-Wallet,8,10,2032.87,169.64999999999998,1863.22,0
T200458,C10025,2025-01-18,In-Store,ST012,Credit Card,9,18,2190.47,139.34,2051.13,0
T200459,C10025,2025-01-20,In-Store,ST022,Cash,3,8,903.1,0.0,903.1,0
T200460,C10025,2025-01-30,In-Store,ST018,e-Wallet,4,6,932.87,61.15,871.72,0
T200461,C10025,2025-02-10,Mobile App,ONLINE,Credit Card,5,10,531.05,69.99000000000001,461.06,0
T200462,C10025,2025-02-21,Mobile App,ONLINE,Credit Card,3,6,522.96,82.01,440.95,0
T200463,C10025,2025-04-04,In-Store,ST006,e-Wallet,2,3,1226.05,49.75,1176.3,0
T200464,C10025,2025-05-22,In-Store,ST010,Cash,4,8,640.0,5.07,634.93,0
T200465,C10025,2025-06-20,In-Store,ST022,Credit Card,6,9,1765.85,0.0,1765.85,0
T200466,C10025,2025-06-28,In-Store,ST018,Cash,3,6,760.37,0.0,760.37,0
T200467,C10025,2025-07-07,In-Store,ST013,Mobile Banking,9,18,3505.72,48.8,3456.92,0
T200468,C10025,2025-07-13,In-Store,ST011,Credit Card,5,8,688.4,24.66,663.74,0
T200469,C10025,2025-08-30,Online Web,ONLINE,Mobile Banking,3,3,460.21,27.57,432.64,0
T200470,C10025,2025-10-25,In-Store,ST015,Credit Card,6,18,5658.78,739.38,4919.4,0
T200471,C10025,2025-11-04,In-Store,ST010,Cash,3,5,267.93,0.0,267.93,0
T200472,C10025,2025-11-10,In-Store,ST011,Mobile Banking,5,8,785.22,0.0,785.22,0
T200473,C10025,2025-12-09,In-Store,ST002,Credit Card,3,5,485.94,9.31,476.63,0
T200474,C10025,2025-12-21,In-Store,ST012,e-Wallet,5,11,993.66,36.91,956.75,0
T200475,C10025,2026-01-18,In-Store,ST010,Cash,4,6,431.85,0.0,431.85,0
T200476,C10025,2026-03-07,In-Store,ST013,e-Wallet,8,10,1043.26,74.77,968.49,0
T200477,C10025,2026-03-09,In-Store,ST016,Cash,4,8,379.78,0.0,379.78,0
T200478,C10025,2026-03-18,In-Store,ST019,Cash,5,13,2912.25,0.0,2912.25,0
T200479,C10025,2026-04-28,In-Store,ST025,e-Wallet,6,14,1444.71,31.689999999999998,1413.02,0
T200480,C10025,2026-05-20,Mobile App,ONLINE,Mobile Banking,3,3,407.42,55.83,351.59,0
T200481,C10026,2025-06-01,Online Web,ONLINE,Credit Card,4,8,526.86,13.42,513.44,0
T200482,C10026,2025-06-12,Online Web,ONLINE,Mobile Banking,5,10,423.16,0.0,423.16,0
T200483,C10026,2025-10-11,Online Web,ONLINE,Mobile Banking,3,7,185.37,17.0,168.37,0
T200484,C10026,2025-12-07,Online Web,ONLINE,Credit Card,4,7,878.52,12.91,865.61,0
T200485,C10026,2026-02-27,Online Web,ONLINE,Credit Card,7,11,1441.09,151.46,1289.63,0
T200486,C10026,2026-04-15,Online Web,ONLINE,e-Wallet,3,6,970.83,61.839999999999996,908.99,0
T200487,C10026,2026-05-04,Mobile App,ONLINE,Mobile Banking,10,18,973.94,41.0,932.94,0
T200488,C10026,2026-06-19,Online Web,ONLINE,Credit Card,3,5,483.3,6.14,477.16,0
T200489,C10026,2026-07-09,Online Web,ONLINE,Mobile Banking,4,9,1169.33,227.51,941.82,0
T200490,C10026,2026-07-25,Online Web,ONLINE,Mobile Banking,6,12,2267.13,17.6,2249.53,0
T200491,C10026,2026-08-03,Online Web,ONLINE,Credit Card,5,10,1065.64,2.33,1063.31,0
T200492,C10026,2026-08-28,Online Web,ONLINE,Mobile Banking,4,7,335.41,29.52,305.89,0
T200493,C10027,2025-10-16,Mobile App,ONLINE,Credit Card,4,7,1070.47,0.0,1070.47,0
T200494,C10027,2025-10-23,In-Store,ST004,Credit Card,3,4,139.52,0.0,139.52,0
T200495,C10027,2025-12-27,In-Store,ST004,Mobile Banking,6,14,1334.88,26.79,1308.09,0
T200496,C10027,2026-02-05,In-Store,ST012,Credit Card,5,8,576.72,0.0,576.72,0
T200497,C10027,2026-03-12,Mobile App,ONLINE,Credit Card,3,5,1106.82,43.79,1063.03,0
T200498,C10027,2026-05-12,Mobile App,ONLINE,Credit Card,4,6,331.67,13.08,318.59,0
T200499,C10027,2026-06-09,In-Store,ST007,Cash,4,7,750.91,14.14,736.77,0
T200500,C10027,2026-07-17,Mobile App,ONLINE,Credit Card,5,6,832.78,22.58,810.2,0
T200501,C10028,2025-04-09,In-Store,ST025,e-Wallet,5,15,745.08,58.739999999999995,686.34,0
T200502,C10028,2025-06-17,In-Store,ST018,Mobile Banking,1,3,105.3,0.0,105.3,0
T200503,C10028,2025-11-08,In-Store,ST018,e-Wallet,3,6,440.34,27.79,412.55,0
T200504,C10028,2025-11-27,Online Web,ONLINE,Mobile Banking,3,4,292.46,27.1,265.36,0
T200505,C10028,2025-11-30,In-Store,ST024,e-Wallet,2,4,173.11,0.0,173.11,0
T200506,C10028,2025-12-03,In-Store,ST012,Mobile Banking,5,11,604.88,0.0,604.88,0
T200507,C10029,2025-04-05,In-Store,ST013,Credit Card,6,11,1310.45,54.28,1256.17,0
T200508,C10029,2025-05-16,In-Store,ST004,Cash,7,16,3167.45,374.74,2792.71,0
T200509,C10029,2025-09-14,In-Store,ST007,Cash,5,9,1254.69,18.419999999999998,1236.27,0
T200510,C10029,2025-10-10,In-Store,ST018,e-Wallet,5,12,1511.04,265.01,1246.03,0
T200511,C10029,2026-01-02,In-Store,ST024,Credit Card,4,7,1106.66,8.940000000000001,1097.72,0
T200512,C10030,2025-01-01,Mobile App,ONLINE,Credit Card,7,14,1966.22,17.08,1949.14,0
T200513,C10030,2025-01-20,Mobile App,ONLINE,e-Wallet,10,19,2249.34,143.5,2105.84,0
T200514,C10030,2025-01-21,Mobile App,ONLINE,Mobile Banking,5,11,1388.74,49.88,1338.86,0
T200515,C10030,2025-02-23,Mobile App,ONLINE,Credit Card,8,14,1449.97,0.0,1449.97,0
T200516,C10030,2025-03-04,Mobile App,ONLINE,Mobile Banking,7,12,1224.36,11.969999999999999,1212.39,0
T200517,C10030,2025-03-30,Mobile App,ONLINE,Mobile Banking,8,10,1422.07,7.87,1414.2,0
T200518,C10030,2025-05-02,Mobile App,ONLINE,Credit Card,7,16,2121.29,0.0,2121.29,0
T200519,C10030,2025-05-29,Mobile App,ONLINE,Credit Card,4,6,1262.01,0.0,1262.01,0
T200520,C10030,2025-11-08,Mobile App,ONLINE,Mobile Banking,7,9,1589.19,11.49,1577.7,0
T200521,C10030,2025-11-12,In-Store,ST005,Credit Card,11,20,1719.11,61.72,1657.39,0
T200522,C10030,2025-11-20,Mobile App,ONLINE,e-Wallet,5,11,1104.29,0.0,1104.29,0
T200523,C10030,2025-12-13,Mobile App,ONLINE,Credit Card,3,3,495.73,0.0,495.73,0
T200524,C10030,2026-01-09,Mobile App,ONLINE,Credit Card,11,19,2563.7,0.0,2563.7,0
T200525,C10030,2026-03-04,Mobile App,ONLINE,Mobile Banking,10,14,1136.86,17.68,1119.18,0
T200526,C10030,2026-03-31,Mobile App,ONLINE,Credit Card,12,25,3959.97,455.46,3504.51,0
T200527,C10030,2026-04-18,Mobile App,ONLINE,Mobile Banking,4,8,1086.24,0.0,1086.24,0
T200528,C10030,2026-06-10,Mobile App,ONLINE,Mobile Banking,4,10,2503.03,574.72,1928.31,0
T200529,C10030,2026-07-07,Mobile App,ONLINE,Credit Card,9,14,1963.68,198.5,1765.18,0
T200530,C10030,2026-07-26,Mobile App,ONLINE,Mobile Banking,7,15,2037.23,27.64,2009.59,0
T200531,C10031,2026-06-15,In-Store,ST024,Credit Card,5,10,858.33,55.74,802.59,0
T200532,C10031,2026-06-30,Mobile App,ONLINE,Credit Card,5,5,584.41,65.89,518.52,0
T200533,C10031,2026-07-23,In-Store,ST009,Cash,4,5,308.78,0.0,308.78,0
T200534,C10032,2024-09-08,Mobile App,ONLINE,Credit Card,5,10,1190.1,0.0,1190.1,0
T200535,C10032,2024-09-23,Online Web,ONLINE,Mobile Banking,7,14,2785.23,105.57,2679.66,0
T200536,C10032,2024-12-03,Mobile App,ONLINE,Mobile Banking,5,7,1208.93,37.1,1171.83,0
T200537,C10032,2025-01-05,Mobile App,ONLINE,Credit Card,5,9,1007.58,141.26,866.32,0
T200538,C10032,2025-01-12,Mobile App,ONLINE,Credit Card,9,16,3156.46,169.16,2987.3,0
T200539,C10032,2025-03-29,Mobile App,ONLINE,Credit Card,8,18,1927.47,0.0,1927.47,0
T200540,C10032,2025-05-19,Mobile App,ONLINE,Credit Card,3,6,508.27,12.77,495.5,0
T200541,C10032,2025-06-21,Mobile App,ONLINE,e-Wallet,5,9,1144.87,0.0,1144.87,0
T200542,C10032,2025-08-06,Mobile App,ONLINE,e-Wallet,9,19,1824.23,0.0,1824.23,0
T200543,C10032,2025-09-09,Mobile App,ONLINE,e-Wallet,5,8,1956.91,0.0,1956.91,0
